source,source_url,entry_id,name,title,description,repository_url,category,pricing,sla_rate_limit,quality_benchmark,payment,provenance,security_trust,all_core_value_classes,structured_value_classes,machine_actionable_value_classes,evidence
glama,https://glama.ai/api/mcp/v1/servers,a186ld9x67,Audrey,Audrey,"Local-first memory firewall and MCP server for AI agents. Audrey provides recall, memory capsules, preflight checks, reflexes, validation, tool-trace learning, contradiction handling, and SQLite/sqlite-vec storage.",https://github.com/Evilander/Audrey,hosting:hybrid,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"quality_benchmark: ...firewall and MCP server for AI agents. Audrey provides recall, memory capsules, preflight checks, reflexes, validation, tool-trace learning, ... | provenance: ...6ld9x67"", ""name"": ""Audrey"", ""namespace"": ""Evilander"", ""repository"": {""url"": ""https://github.com/Evilander/Audrey""}, ""slug"": ""Audrey"", ""spdxLicens... | security_trust: ...tion"": ""Set to 1 to allow non-loopback bind without an API key. Don't."", ""type"": ""string""}, ""AUDREY_API_KEY"": {""description"": ""Bearer token re..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.aliengiraffe/spotdb,ai.aliengiraffe/spotdb,,Ephemeral data sandbox for AI workflows with guardrails and security,,,absent,absent,absent,absent,machine_actionable,human_readable,False,1,1,"provenance: ...isSecret"": true, ""name"": ""X-API-Key""}], ""identifier"": ""docker.io/aliengiraffe/spotdb:0.1.0"", ""registryType"": ""oci"", ""transport"": {""type"": ""st... | security_trust: ...29/server.schema.json"", ""description"": ""Ephemeral data sandbox for AI workflows with guardrails and security"", ""name"": ""ai.aliengiraffe/spotdb..."
glama,https://glama.ai/api/mcp/v1/servers,f8bklc4fhz,copilot-studio-code,copilot-studio-code,"Gives a Microsoft Copilot Studio agent Claude-Code-style tools to read, edit, search, and run shell commands against your local filesystem.",https://github.com/taiki-yoshida/copilot-studio-code,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... ""copilot-studio-code"", ""namespace"": ""taiki-yoshida"", ""repository"": {""url"": ""https://github.com/taiki-yoshida/copilot-studio-code""}, ""slug"": ""cop... | security_trust: ..."": ""copilot-studio-code"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,4234,dpflucas_mysql-mcp-server,MySQL Database Access MCP Server,Mirror of,https://github.com/MCP-Mirror/dpflucas_mysql-mcp-server,databases,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... ""category"": ""databases"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...: ""databases"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""MCP-Mirror/dp..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,9386,langchain-mcp-client,LangChain MCP Client Streamlit App,"This Streamlit application provides a user interface for connecting to MCP (Model Context Protocol) servers and interacting with them using different LLM providers (OpenAI, Anthropic, Google...).",https://github.com/guinacio/langchain-mcp-client,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...erent LLM providers (OpenAI, Anthropic, Google...)."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...roviders (OpenAI, Anthropic, Google...)."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""guinacio/lang..."
glama,https://glama.ai/api/mcp/v1/servers,erzwf7rbzs,crosswalk-mcp,crosswalk-mcp,"An AI-native career copilot that enables job discovery, fit scoring, and application tailoring through natural language, running locally with zero API keys.",https://github.com/Mohakgarg5/crosswalk-mcp,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""name"": ""crosswalk-mcp"", ""namespace"": ""Mohakgarg5"", ""repository"": {""url"": ""https://github.com/Mohakgarg5/crosswalk-mcp""}, ""slug"": ""crosswalk-mc... | security_trust: ... ""slug"": ""crosswalk-mcp"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
glama,https://glama.ai/api/mcp/v1/servers,ba3vh69ngm,Quizlar,Quizlar,"Quizlar is the learning MCP server. It turns whatever source the user brings — a YouTube lecture, a PDF, a URL, a textbook passage, or a pasted block of notes — into flashcards, then runs interactive quizzes with FSRS spaced-repetition scheduling so the material actually sticks. Every tool maps one-to-one to something ",https://github.com/quizlar/mcp-server,"author:official,hosting:remote-capable",absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...{""attributes"": [""author:official"", ""hosting:remote-capable""], ""description"": ""Quizlar is the learning M... | security_trust: ...es"": {""QUIZLAR_API_KEY"": {""description"": ""Your Quizlar API key (format: sk-qz-...)"", ""type"": ""string""}}, ""required"": [""QUIZLAR_API_KEY""], ""typ..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,11492,azure-mcp-server,Azure MCP Server,,https://github.com/Rajkumar-21/azure-mcp-server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""category"": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""... | security_trust: ..."": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""Rajkumar-21/a..."
glama,https://glama.ai/api/mcp/v1/servers,tnzyi3kyy4,IMDb MCP Server,IMDb MCP Server,"Enables searching, discovering, and playing movies from IMDb via a Model Context Protocol server with a playback layer and monitoring dashboard.",https://github.com/danish-mar/imdb-mcp,hosting:remote-capable,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...""name"": ""IMDb MCP Server"", ""namespace"": ""danish-mar"", ""repository"": {""url"": ""https://github.com/danish-mar/imdb-mcp""}, ""slug"": ""imdb-mcp"", ""spdxL... | security_trust: ..."": ""string""}, ""WEBUI_SESSION_SECRET"": {""description"": ""Secret for session cookies (optional, auto-generated if not provided)."", ""type"": ""stri..."
glama,https://glama.ai/api/mcp/v1/servers,n2152bbetu,fonlar-mcp,fonlar-mcp,"Provides access to Turkish investment fund data (TEFAS) via Claude, enabling queries about fund prices, performance, and comparisons.",https://github.com/maku-cpu/fonlar-mcp,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...betu"", ""name"": ""fonlar-mcp"", ""namespace"": ""maku-cpu"", ""repository"": {""url"": ""https://github.com/maku-cpu/fonlar-mcp""}, ""slug"": ""fonlar-mcp"", ""spd... | security_trust: ...""}, ""slug"": ""fonlar-mcp"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.inflowpay.app/inflow,ai.inflowpay.app/inflow,,"MCP Server for agents to onboard, pay, and provision services autonomously with InFlow",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...mable-http"", ""url"": ""https://app.inflowpay.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/inflowpayai/inflow-mcp""}, ""ve..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,5922,mcp-server,Burp Suite MCP Server Extension,MCP Server for Burp,https://github.com/PortSwigger/mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...veloper-tools"", ""description"": ""MCP Server for Burp"", ""github"": {""archived"": false, ""contributors_count"": 5, ""forks_count"": 16, ""full_name"": ... | security_trust: ...ls"", ""description"": ""MCP Server for Burp"", ""github"": {""archived"": false, ""contributors_count"": 5, ""forks_count"": 16, ""full_name"": ""PortSwigger/..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,5848,minions,MinionWorks â Modular browser agents that work for bananas ð,,https://github.com/minionworks/minions,browser-automation,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... ""category"": ""browser-automation"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 4, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...: ""browser-automation"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 4, ""forks_count"": 0, ""full_name"": ""minionworks/m..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,11549,BenBox,BenBox,Agent AI app utilizing MCP tools with Angular mobile and Phoenix desktop app.,https://github.com/DrBenjamin/BenBox,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... tools with Angular mobile and Phoenix desktop app."", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 1, ""full_name"": ""... | security_trust: ... Angular mobile and Phoenix desktop app."", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 1, ""full_name"": ""DrBenjamin/Be..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:e4123c066d3d,getsentry/sentry-mcp,getsentry/sentry-mcp,"tags"":[""stripe"",""payments"",""billing"",""subscriptions"",""fintech""],""capabilities"":{""tools"":[""create_customer"",""create_payment_intent"",""list_customers"",""create_subscription"",""list_invoices"",""create_product""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor""],""pricing"":""open-source",https://github.com/getsentry/sentry-mcp,curated_registry,human_readable,absent,human_readable,human_readable,machine_actionable,human_readable,False,1,1,"pricing: ...{""page_snippet"": ""tags\"":[\""stripe\"",\""payments\"",\""billing\"",\""subscriptions\"",\""fintech\""],\""capabilities\"":{\""tools\"":[\""create_customer... | quality_benchmark: ...open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySco... | payment: ...{""page_snippet"": ""tags\"":[\""stripe\"",\""payments\"",\""billing\"",\""subscriptions\"",\""fintech\""],\""capabilities\"":{\""t... | provenance: ...sktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""2026... | security_trust: ...laude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""2026-03-01\"",\""l..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:97468f71f136,hashicorp/mcp-server-terraform,hashicorp/mcp-server-terraform,"ols"":[""run_cypher"",""get_schema"",""create_node"",""create_relationship"",""search_nodes""],""resources"":[""schema""]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor""],""pricing"":""open-source"",""pricingNote"":""Server and Neo4j Community Edition are free. Enterprise requires license."",""license"":""Apache-2.",https://github.com/hashicorp/mcp-server-terraform,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...ty\"":[\""claude-desktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server and Neo4j Community Edition are free... | quality_benchmark: ...nse.\"",\""license\"":\""Apache-2.0\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySc... | provenance: ...sktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server and Neo4j Community Edition are free. Enterprise req... | security_trust: ... Neo4j Community Edition are free. Enterprise requires license.\"",\""license\"":\""Apache-2.0\"",\""featured\"":false,\""verified\"":false,\""dateAdded..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.adramp/google-ads,ai.adramp/google-ads,,"Google Ads MCP server — manage campaigns, keywords, and metrics.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ... ""streamable-http"", ""url"": ""https://mcp.adramp.ai""}], ""version"": ""1.0.2""}}..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,6572,realtime-crypto-mcp-server,realtime-crypto-mcp-server,A real-time cryptocurrency data provider for Model Context Protocol servers.,https://github.com/smhnkmr/realtime-crypto-mcp-server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...y data provider for Model Context Protocol servers."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...ider for Model Context Protocol servers."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""smhnkmr/realt..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,5345,mcpservers,MCP Servers,A collection of MCP (Model Context Protocol) servers as dotnet tools,https://github.com/StefH/mcpservers,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...CP (Model Context Protocol) servers as dotnet tools"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ontext Protocol) servers as dotnet tools"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""StefH/mcpserv..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,363,Java-MCPlugin-ChallengeServerBungeePlugin,Java-MCPlugin-ChallengeServerBungeePlugin,The Java Minecraft Plugin (BungeeCord) for the Challenge Server.,https://github.com/Nikogenia/Java-MCPlugin-ChallengeServerBungeePlugin,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...craft Plugin (BungeeCord) for the Challenge Server."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...n (BungeeCord) for the Challenge Server."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""Nikogenia/Jav..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,13770,getmylocation,Get My Location,"Obtaining the precise current location of the user and combining it with weather, maps, and other location-based services such as MCP is highly effective!",https://github.com/mcpchina/mcp-servers/tree/main/typescript/mcp-get-location,location-services,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ion-based services such as MCP is highly effective!"", ""github"": {""archived"": false, ""contributors_count"": 7, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ervices such as MCP is highly effective!"", ""github"": {""archived"": false, ""contributors_count"": 7, ""forks_count"": 0, ""full_name"": ""mcpchina/mcp-..."
glama,https://glama.ai/api/mcp/v1/servers,tkokr2b1rp,@deliveriq/mcp,@deliveriq/mcp,"Email-deliverability tools for AI agents — 12 MCP tools across email verification, DNSBL across 50 zones, SPF/DKIM/DMARC analysis, spam-trap scoring, domain intelligence, and email finder. Free tier with no credit card.",https://github.com/Davison-Francis/min8t-sdks,hosting:remote-capable,human_readable,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"pricing: ...m-trap scoring, domain intelligence, and email finder. Free tier with no credit card."", ""environmentVariablesJsonSchema"": {""properties"": {""DELIV... | provenance: ...e"": ""@deliveriq/mcp"", ""namespace"": ""Davison-Francis"", ""repository"": {""url"": ""https://github.com/Davison-Francis/min8t-sdks""}, ""slug"": ""min8t-sdks... | security_trust: ... {""DELIVERIQ_API_KEY"": {""description"": ""Your DeliverIQ API key"", ""type"": ""string""}}, ""required"": [""DELIVERIQ_API_KEY""], ""type"": ""object""}, ""id..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,9267,allen-mcp,Allen Mcp,,https://github.com/TracyDYN/mcp-demo.git,,absent,absent,structured_unverified,absent,machine_actionable,absent,False,2,1,"provenance: ..."": ""TracyDYN"", ""category"": null, ""description"": null, ""github"": null, ""id"": 9267, ""name"": ""allen-mcp"", ""server_command"": null, ""server_config..."
glama,https://glama.ai/api/mcp/v1/servers,ynaa45k8a8,Frappe MCP Server,Frappe MCP Server,"Manage your Frappe benches and sites directly from Claude.ai through natural language, enabling operations like restarting services, listing sites, running Python scripts, and viewing logs.",https://github.com/kallusuvaidyam/frappe_mcp,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,structured_unverified,False,3,1,"provenance: ...: ""Frappe MCP Server"", ""namespace"": ""kallusuvaidyam"", ""repository"": {""url"": ""https://github.com/kallusuvaidyam/frappe_mcp""}, ""slug"": ""frappe_mcp""..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,7015,alpaca-mcp,Alpaca Trading MCP Server,"MCP for the Alpaca trading API to manage stock and crypto portfolios, place trades, and access market data",https://github.com/laukikk/alpaca-mcp,finance,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...to portfolios, place trades, and access market data"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 8, ""full_name"": ""... | security_trust: ...os, place trades, and access market data"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 8, ""full_name"": ""laukikk/alpac..."
glama,https://glama.ai/api/mcp/v1/servers,niacvgeynj,compliance-mcp,compliance-mcp,"An MCP server that exposes SOC2 and HIPAA compliance remediation logic as structured tools for AI agents to call, enabling an LLM-driven workflow to discover, assess, remediate, and report on compliance controls.",https://github.com/naivedhya27-cmyk/compliance-mcp,hosting:hybrid,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..."": ""compliance-mcp"", ""namespace"": ""naivedhya27-cmyk"", ""repository"": {""url"": ""https://github.com/naivedhya27-cmyk/compliance-mcp""}, ""slug"": ""compl... | security_trust: ...""slug"": ""compliance-mcp"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.filegraph/document-processing,ai.filegraph/document-processing,,"Extract text from documents, manipulate PDFs, and perform OCR on images.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...ype"": ""sse"", ""url"": ""https://api.filegraph.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/filegraph/docconvert""}, ""vers..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.appdeploy/deploy-app,ai.appdeploy/deploy-app,AppDeploy,AppDeploy turns app ideas described in AI chat into live full-stack web applications,,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...s://api-v2.appdeploy.ai/mcp""}], ""title"": ""AppDeploy"", ""version"": ""1.0.0""}}..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.clarid/compliance,ai.clarid/compliance,Clarid Compliance,"Check bank marketing for FDIC, NCUA, TILA, Reg DD, Reg Z, UDAAP, and Equal Housing compliance.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...reamable-http"", ""url"": ""https://mcp.clarid.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/clarid-ai/compliance-checker""..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.exa/exa,ai.exa/exa,,"Fast, intelligent web search and web crawling. New mcp tool: Exa-code is a context tool for coding ",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...""streamable-http"", ""url"": ""https://mcp.exa.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/exa-labs/exa-mcp-server""}, ""v..."
glama,https://glama.ai/api/mcp/v1/servers,jm3j5ugx3l,Arai,Arai,"* taniwhaai/arai 🦀 🏠 🍎 🪟 🐧 - Policy enforcement for AI coding agents derived from existing instruction files (CLAUDE.md, .cursorrules, .windsurfrules, .github/copilot-instructions.md) — no separate YAML to maintain. Rules with prohibitive predicates (never, forbids, must_not) emit permissionDecision: deny to block tool",https://github.com/taniwhaai/arai,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,structured_unverified,False,3,1,"provenance: ...ction files (CLAUDE.md, .cursorrules, .windsurfrules, .github/copilot-instructions.md) — no separate YAML to maintain. Rules with prohibitive..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.com.mcp/hapi-mcp,ai.com.mcp/hapi-mcp,HAPI MCP Server,HAPI MCP server: Dynamically exposes OpenAPI REST APIs as MCP tools for AI assistants,,,absent,absent,absent,absent,machine_actionable,machine_actionable,False,2,2,"provenance: ...ema.json"", ""_meta"": {""io.modelcontextprotocol.registry/publisher-provided"": {""documentation"": ""https://docs.mcp.com.ai/deployment/docker"", ""exam... | security_trust: ...api"", ""rest-api"", ""api-first"", ""headless"", ""docker""], ""license"": ""MIT"", ""publisher"": ""La Rebelion Labs""}}, ""description"": ""HAPI MCP server: Dy..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,6522,MCP-SSE-Custom-Server,MCP Server Implementations,Custom server implementation for Model Control Protocol (MCP) using Server-Sent Events (SSE),https://github.com/AMasetti/MCP-SSE-Custom-Server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,absent,False,2,1,"provenance: ...ntrol Protocol (MCP) using Server-Sent Events (SSE)"", ""github"": null, ""id"": 6522, ""name"": ""MCP-SSE-Custom-Server"", ""server_command"": null, ""s..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.com.mcp/petstore,ai.com.mcp/petstore,Petstore MCP Server,Swagger Petstore API (v1.0.27) as MCP for testing and prototyping powered by the HAPI MCP server,,,absent,absent,absent,absent,machine_actionable,machine_actionable,False,2,2,"provenance: ...ema.json"", ""_meta"": {""io.modelcontextprotocol.registry/publisher-provided"": {""documentation"": ""https://docs.mcp.com.ai"", ""examples"": [{""config"":... | security_trust: ...rest-api"", ""petstore"", ""example"", ""demo"", ""swagger""], ""license"": ""MIT"", ""notes"": [""This is a demo server hosted by La Rebelion Labs"", ""The bac..."
glama,https://glama.ai/api/mcp/v1/servers,nroh02hnpa,Synology Docker MCP Server,Synology Docker MCP Server,"Enables managing Docker containers and Docker Compose projects on Synology NAS via SSH, with auto-privilege escalation and full compatibility with Synology Container Manager.",https://github.com/hifishhe/Synology-Docker-MCP,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...hosting:local-only""], ""description"": ""Enables managing Docker containers and Docker Compose projects on Synology NAS via SSH, with auto-privi... | security_trust: ..."": ""Synology-Docker-MCP"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
glama,https://glama.ai/api/mcp/v1/servers,ydymfbveya,tradallo-reputation,tradallo-reputation,"MCP server for the Tradallo Verified Record Protocol — query cryptographically-verified human and AI-agent trading reputations (track records, agent version history, paginated UTRs, on-chain Solana memo notarization). Every response is JCS-canonicalized + ed25519-verified locally before returning.",https://github.com/tradallo/reputation,"author:official,hosting:remote-capable",absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"quality_benchmark: ...capable""], ""description"": ""MCP server for the Tradallo Verified Record Protocol — query cryptographically-verified human and AI-agent trading r... | provenance: ...{""attributes"": [""author:official"", ""hosting:remote-capable""], ""description"": ""MCP server for the Tradal... | security_trust: ...capable""], ""description"": ""MCP server for the Tradallo Verified Record Protocol — query cryptographically-verified human and AI-agent trading r..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,8339,telegram-mcp-server,Telegram MCP Server,An MCP server implementation that provides tools for interacting with the [Telegram Bot API](,https://github.com/clean99/telegram-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,absent,False,2,1,"provenance: ... tools for interacting with the [Telegram Bot API]("", ""github"": null, ""id"": 8339, ""name"": ""telegram-mcp-server"", ""server_command"": null, ""ser..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,8332,dad-mcp,DadMCP,Remote MCP server for providing better education at home,https://github.com/andyrewlee/dad-mcp,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...e MCP server for providing better education at home"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...r for providing better education at home"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""andyrewlee/da..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,11513,excel-mcp-server,Excel MCP Server,,https://github.com/buckylee2019/excel-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...9"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 1, ""full_name"": ""buckylee2019/..."
glama,https://glama.ai/api/mcp/v1/servers,ne2utj0t14,Strata,Strata,"Strata is a native MCP server that gives agents verified intelligence across 22 AI ecosystems. Tools: * get_best_practices * get_latest_news * get_top_integrations * search_ecosystem * find_mcp_servers * Claude-validated content, injection-safe by design * Refreshed twice daily via automated pipeline * Works with Claud",https://github.com/PThrower/Strata,hosting:remote-capable,human_readable,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"pricing: ...* Works with Claude Code, Cursor, Windsurf, Cline\n\n* Free tier available\n\nSite: https://usestrat"", ""environmentVariablesJsonSchema"": {""prope... | quality_benchmark: ...ion"": ""Strata is a native MCP server that gives agents verified\nintelligence across 22 AI ecosystems.\n\nTools:\n\n* get_best_practices\n\n* g... | provenance: ...2utj0t14"", ""name"": ""Strata"", ""namespace"": ""PThrower"", ""repository"": {""url"": ""https://github.com/PThrower/Strata""}, ""slug"": ""Strata"", ""spdxLicense... | security_trust: ...ion"": ""Strata is a native MCP server that gives agents verified\nintelligence across 22 AI ecosystems.\n\nTools:\n\n* get_best_practices\n\n* g..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.getperspective/mcp,ai.getperspective/mcp,Perspective AI,An AI concierge that turns static forms into adaptive AI conversations. From any MCP client.,,,absent,absent,absent,absent,machine_actionable,human_readable,False,1,1,"provenance: ...able-http"", ""url"": ""https://getperspective.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/Perspective-AI/mcp""}, ""title""... | security_trust: ...iables"": {""perspective_token"": {""description"": ""Access token generated at https://getperspective.ai/settings/mcp"", ""format"": ""string"", ""isRe..."
